Tweet	Offensive	Targeted	Target
@David77692706 Seară liniștită David!	0	0	0
Virusul a monopolizat discutii,atentia,da,gresit. Cand  datorita acestui V unii iti schimba VIATA asa din mers,iar altii mor,sa vb. de floricele pe campii	0	0	0
Tocmai de aceea, te invit sa discutam mai multe, ce zici?	0	0	0
@KennyaMistress @clips4sale Ador sa fiu futut cu straponul si sa sug pula in acelaș timp	1	1	1
Efectiv nu pot sa ma calmez si am creierul varza ma pun pe plans din 5 in 5 minute ce dracu e inneregula cu mine	0	0	0
@itmorar Mie îmi place expresia aia de anii '50: Zădărnicirea combaterii bolilor 😀	0	0	0
Mi-am făcut testul duminică seara, după ce am avut o serie de evenimente, ședințe, comandamente. Ma doare spatele de cand s-a urcat Basescu in elicopter si m-a folosit pe post de scara.	0	0	0
Atunci când fura conturi, ei nu se gândesc ca poate acea persoana și a depus tot efortul pentru a avea acel cont? Și au irosit zile și timp în care puteau face alte lucruri. Oare lor le-ar plăcea sa aibă un cont apreciat iar apoi cineva sa i-l ia? Nu prea cred!	0	0	0
@RobertEVoicu Mergem din ușă în ușă si care nu are ii dam noi	0	0	0
@majestatea @itmorar Stiati ca asta nu e o scuza pentru a amana declararea starii de urgenta?	0	0	0
Urmeaza o criza cum nu am prins pana acum, ce faceti voi ca banca reponsabila pentru clientii vostrii?	0	0	0
Prin pedalare în vacuum se consumă energie şi se tonifică musculatura picioarelor, feselor și abdomenului.	0	0	0
Coronavirus. Experimentul care a salvat un orășel din Nordul Italiei. Nu a mai raportat niciun caz nou de COVID-19...	0	0	0
Cum să fiu atent la cursuri astea online când parinții mei mă strigă din sufragerie de 35829 ori pe zi..	0	0	0
@JeanTheo14 Nu doar la turci. :) Numai că la noi e considerată (încă) fiță, nu necesitate.	0	0	0
Sper ca isteria politică, îmboldită-n cur de realitățile obiective ale economiei, să nu țină mult.	0	0	0
@mika_stef Era de ieri.	0	0	0
Peste 1.000 de morți și aproximativ 70.000 de cazuri de infectare cu coronavirus în SUA	0	0	0
De ce se înfig sticlele de plastic în grădină?! -	0	0	0
Semnat: toți spărgătorii de case pedofili	0	0	0
@denis26_denise Ar trebui impus ca obligatie si dezinfectarea, sau schimbarea lor ... te protejeaza pe tine, dar pe altii nu :) In rest da ... batani peste tot ..	0	0	0
Digi24: Franța. Primul pacient cu coronavirus dă în judecată Guvernul pentru că nu a fost internat pe motiv că nu sunt paturi în spitale.	0	0	0
@yoon2seoksie__ 😭😭😭😭😭 ce dracu mai ii și asta	0	0	0
Mi am luat call of duty si 4 tipi m au intrebat daca vreau sa ne jucam împreună mai pe seara =)))))	0	0	0
@liviumihai 1000, probabil. Ce, s-a terminat PNL-ul?	0	0	0
@BIGREDM00928416 Cred ca ești nebun omule	0	0	0
RYANAIR retine la sol peste 90% din flota pentru următoarele 2 luni. Vor fi operate zboruri esențiale. @airlinestravel	0	0	0
Însămânțarea la timp a întregii suprafețe a țării. Pentru aceasta trebuie asigurate inputurile;Pornirea urgentă a sistemelor de irigații și continuarea investițiilor	0	0	0
@ingerisidemoni @SirGolan @cosmin_roman_ Au vrut spitale, nu catedrale. Nah, că acum Dumnezeu dă folos spitalelor. La referendum, progresistii au zis că să stăm acasă. Iaca, și asta li s-a împlinit. Stăm acasă. Aveți grijă ce mai doriți. S-ar putea să se împlinească.	0	0	0
@denis26_denise Eu gătesc!Sunt fiarta după gatit🙄🙄🙄!	0	0	0
Cine vine acasă la mine la o cafea?	0	0	0
Nu ti se pare ca suntem deja acolo?	0	0	0
Ce plante putem folosi împotriva pandemiei de Coronavirus -	0	0	0
@DacianSoros O mica răbufnire a vremi zici a naiba ca vrea sa dea o mana de ajutor covidului😁	0	0	0
Daca n ati vazut shit posting pana acu nu ezitati sa dati scroll pe acest gunoi	0	0	0
@octavpelin Ai fost un dobitoc	0	0	0
Într-o societate aflată la un moment de cumpănă, cei ce adoptă politica struțului nu mai au un viitor de referință pentru aceia care anterior i-au prețuit.	0	0	0
@keyboardriot @mihairotar E normal să fie așa, altfel nu te înțelegi cu românu'	0	0	0
@MarmotaDeCampie @itmorar Vezi ca iti da ban rapid, orice opinie diferita de a lui, e impotriva lui ... meteahna securista. :))	0	0	0
Actorii din serialul VLAD arată ce desenează alături de copiii lor -	0	0	0
Simt că sunt important pentru nimeni. Să nu aibă prieteni.	0	0	0
Președintele CJ Iași, către guvernanți: „Nu transformați Iașul și Moldova în Lombardia României!”	0	0	0
V-am zis că Analistul afiliat de renume intergalatic e în extaz?	0	0	0
Te-aș iubi dar ai nevastă 🎶	0	0	0
@JustMe07661019 acolo apare numărul de cazuri confirmate. nu și numărul celor testate din care a rezultat acesta.	0	0	0
@StephT24191139 Facem pe cv cisco meetings sau cum pula n am auzit in viata mea si merge ca un cacat nu inteleg	0	0	0
Era un studiu mai demulty, cum ca astia micii o sa ceva drept adevar absolut doar pt ca e pe net.	0	0	0
@w_lemn @Carlos_Sacalul Mănânci litere, formezi fraza greșit, nu cunoști înțelesul unor cuvinte comune, nu poți lua acum un examen de capacitate la limba română dar te crezi în stare să-i înveți pe alții? Evident, tipic sputnik! Da, vreau o țară ca afară, dar așa cum tu nu ai văzut sau visat niciodată!	0	0	0
OBSERVATOR CULTURAL / Bedros Horasangian : Bunavestirea fără Paul Goma	0	0	0
Cum imporți parolele din Google Chrome în Safari	0	0	0
@AntidotR @FortniteGame Normal, jocu nu mai e distractiv deloc, update urile nici update uri nu mai sunt iar de comunitate si de jucatori pot sa zic un singur cuvant: CANCER	0	0	0
Ciolacu: Am facut o conexiune intre cele doua Camere pentru ca proiectele noastre sa fie votate in 10 zile	0	0	0
@anitamassey86 We need that now. Felicitări	0	0	0
@ZiarecomPolitic E normal că acest proiect de lege - respectiv acapararea de noi privilegii pentru aleșii noștri - să intre în Parlament în procedură de urgență, pentru că, atunci când viața însăși le este amenințată, să aibă și ei bani, acolo, de un cavou în marmură, poleit cu aur, ca noi toți.	0	0	0
am inceput sa am reclame pe insta la capsuni in ciocolata si la frufru. creepy	0	0	0
Pacientii din Italia, ajutati sa respire cu masti de la Decathlon	0	0	0
@yasinozbek_ Nu știu dacă pot urmări dar as aprecia sa fie o bomba drăguță ca de rele avem parte și cum suntem închiși toți în case dacă poți Yasin trimite-ne niște raze de soare niște porumbei frumoși CanDem 💖🥰💕de bine și fericire! Mulțumesc! ❤️ ❤️ ❤️ ❤️	0	0	0
@ovidiu_olaru Ceea ce spui tu acum, am citit eu ieri pe pagina unui prieten de pe fb...	0	0	0
Flutur, despre vinovatiile de la Suceava: Eu nu am luat la restaurant acest virus, am constiinta impacata	0	0	0
@alexbadea9 Lombardiiiiaa :)) daca e asa grav cum se caca astia pe ei proviziile tale pe 2 luni o sa fie fix pula.	1	1	1
@denis26_denise Numai bem numai mâncăm în oraș asta e oricum pe la mine nix șansa la vară când o începe sezonul estival !	0	0	0
de ce să dai banii pe droguri când e mai simplu să te ridici brusc din pat și să vezi steluțe?	0	0	0
MApN: Rolul Armatei, după emiterea Ordonanţei militare 3, e de a completa efortul instituţiilor din Sistemul de apărare	0	0	0
Regasiti modelul acesteia aici	0	0	0
e pulă împreună cu zdrentaroșii diasporei pnl.isti usr.isti pmp.isti gunoi de dreapta sugaciule cu mă.ta și toți trogloditii #hastagisti #rezist 🖕 🤮	0	0	0
@zoso S-au inmultit acum...digitale	0	0	0
Pe pozele anterioare demonstrez Chelia cu gratii	0	0	0
Cum aș putea să sesizez autorităților persoane venite din țări afectate de coronavirus?	0	0	0
@bogliviu :))) mort nu era oricum, și dacă făcea corona n-avea nici pe dracu, nu vezi că ăștia bazații fac toți mild symptoms :)))	0	0	0
Idei creative pentru realizarea unor elemente de separare în încăperi	0	0	0
O decizie de 💩.	0	0	0
Patriotii care pe unde or fi la noi sau aiurea,ii numeri pe degetele de la maini. Si cam atat.Beleaua e ca astia care sunt la noi in capu’ trebii n-au invatat nimic de la smecherii din vest. Ca sa traiasca boieru’ bine,trebuie ca si sluga sa n-o duca rau.Asta ede fapt toata filoz	0	0	0
O cheltuială imensă, o disponibilizare enormă de resurse și de logistică, imposibil de făcut asta.	0	0	0
@EKirkopoulou Bună seara! pe la voi cum este situația covid19? este bună?	0	0	0
@itmorar Cine dracu' mai e și pocnitoarea asta?	1	1	1
@AndreiCismaru @SofiaCovaci Exact. Dar, tot Orban era cel care îi lua apărarea acum ceva vreme....te doare minte	0	0	0
Alta intiativa frumoasa. Ia sa vedem ce mai gasim 📲	0	0	0
Nu stai închis în casă? Ești luat la bătaie cu bâta!	0	0	0
@PleuAlexandru4 @basarab84 Prostu' și-a făcut treaba: a împărțit contracte bănoase la firmele lui de casă. 💰💰💰👎👎👎	1	1	1
@ipostaze Și eu la fel. Smart	0	0	0
@qwertyoruiopz Asa cum ne am obisnuit 💥Ne ai nenorocit	0	0	0
@alexgurdila Hz da eu totuși nu înțeleg cum plm nici o lună de stat acasă și deja fără bani... Și asta după un deceniu de economie în ascensiune. Eibogu nu înțeleg.	0	0	0
@i0n1ca @AntiJavre Pai eu ce zic?! #dedreapta pana la capat si dincolo de #muie! 😅	1	1	2
@subiectiv @zoso Mi-am pus semne de intrebare de unde pana unde cu armata pe strazi?!	0	0	0
#Oficial: Inca un deces la Spitalul Clinic Județean de Urgență Suceava	0	0	0
@CloneSandman @RobertEVoicu Erau mai multe. O parte din cele de pe TAB si TR-uri. Inclusiv inlocuitoarea lui R105 era facuta in colaborare sarbii.	0	0	0
#staiîncasă la Bulevardul Bucuresti Ploiesti	0	0	0
Super ideea celor de la @orangeromania 👏🏻👏🏻👏🏻 Mă surprindeți mereu cu inițiativele voastre. Bravo! #stămacasă	0	0	0
păcat că nu există nici măcar o minimă notorietate pentru profesia asta, darămite vreun dram de apreciere.	0	0	0
@_andra______ Am de obicei planuri din astea foarte detaliate si s chiar foarte bune :)	0	0	0
@AndreiCismaru In Coreea de Nord fake News-ul și specula sunt lăsate libere, deși ilegale, in diferite susținerii regimului Kim.	0	0	0
Cele mai sincere ființe, iubesc necondiționat...! ❤️	0	0	0
De dimineață, un mic dejun sănătos: pâine cu gem (pâinea în exces dăunează dar o felie două pe zi este perfect) un pahar de lapte sau un ceai, iar dacă nu ești de partea alimentelor dulci și un sandwich este bun :)	0	0	0
CINE PLM SUNT VULPITA SI VIOREL CA NU II MAI SUPORT DRACU	1	1	2
@alinagorghiu Da, sunt de acord cu găsirea unei soluții in vederea combaterii nerespectării prevederilor legislației actuale, chiar dacă se înăspresc pedepsele!	0	0	0
@ingerisidemoni il fute p-asta grija de Romania... pișat să fie, ca sete are!	0	0	0
@basarab84 Au primit si de la OMS.	0	0	0
@ICostelian De obicei eu sunt cel care nu se prinde la glumele celorlalti. Imi cer iertare, e clar ca trebuie sa #stamacasa cu toții.	0	0	0
#coronavirus în România LIVE UPDATE: 1029 de cazuri de infectare cu coronavirus depistate în total în ţară, din care 123 în ultimele 24 de ore / 17 oameni au murit	0	0	0
În schimb, medicii sunt internaţi pe un palier cu o singură baie comună, fără duş.	1	1	2
Am prototipat o vizieră de protecție a feței pentru medici a cărei durată de fabricare este foarte mică și din materiale care sunt ușor de procurat.	0	0	0
Bună seara prieteni! Vă vreau în siguranță... Dumnezeu să aibă grijă de noi toți! Să stați acasă și vom reuși împreună...😭😭😭🙏❤❤❤❤🏕🏕🏕🏕🏕🏕🏕🏕🏕🏕🏕🏕	0	0	0
Comisarul UE Thierry Breton numește pandemia “o criză care nu cunoaște frontierele”, dar tocmai europenii izolați nu pot vedea  pe fereastră decât granițele.China profită de această slăbiciune.	0	0	0
@Trevizes Dati-l dracu de idiotul naibii! Are alte interese...	1	1	2
Pe la jumătatea lunii aprilie vom avea un prim vârf epidemic	0	0	0
“dai cu rugaciunea in mine”	0	0	0
Toți bucureștenii vor fi testați pentru COVID-19. Mergem din ușă în ușă – spune ministrul Sănătății la PROTV	0	0	0
Grupări infracţionale inundă pieţele cu pretinse remedii contra noului #coronavirus, avertizează Europol	0	0	0
Nelu Tătaru este considerat unul dintre cei mai titraţi chirurgi din Vaslui.	0	0	0
@Digi24_HD Bai digi ia mai zi si cati pula mea s-au vindecat ca sunteti la fel de alarmisti ca si cacatii aia de la antena 3,ia mai megeti in pula mea.	1	1	2
L-am văzut de multe ori că intra și la familia Germaniei și a Franței. Pe mine,Romania, doar mă salută când mă vede pe la stradă și rar mă întreabă ce mai fac.	0	0	0
@sopeprotector iti pierzi telefonul sau laptop-ul say pe orice are de gand sa sune	0	0	0
@SatanaTweets Codrine fa dracu si tu sambata cu Satana in mortii mei	1	1	1
Mi-a zis că e foarte ok. Nu e răcit deloc.	0	0	0
ba nici acum n-am terminat-o cu vulpița și viorel??	1	1	2
@Adevarul O găsit pe dracu și idiotul ăsta!	1	1	2
@matilda_teodora Ce bine ca nu sunt mai mulți. Azi dimineața erau 158 și acum încă 10 in plus deci e foarte bine după mine	0	0	0
Pe surse, Ludovic Orban i-a cerut demisia ministrului costache ptr proasta gestionare a situației, în special în zona spitalelor....	0	0	0
Universitatea de Vest din Timisoara va gazdui, in 2021, cea mai mare conferinta europeana in domeniul asigurarii calitatii invatamantului universitar	0	0	0
Vârful aisbergului: sunt activităţile umane la originea unor boli infecţioase precum Covid-19?...	0	0	0
@alexandradb13 pentru că Jisung e e-boy și nu ar purta :)	0	0	0
Depunerea declarațiilor fiscale se amână cu o lună, până în 25 aprilie 2020...	0	0	0
@MarmotaDeCampie Se va întîmpla la fel ca și cu SARS care tot o tulpina de Corona este. Sau se mutează și devine și mai agresiv sau este asimilat de corp precum Influenza A( aka N1H1) sau Influenza B.	0	0	0
@itmorar Pai tocmai au decriminalizat răspândirea conștientă de HIV in California. Noi nu urmam trendul?	0	0	0
#Omnicredit a deschis „camera de gardă pentru afacerile mici”	0	0	0
"Nuțule am citit ditamai omul în pământ și fosrte tânăr , am citit că te durea la pulă de înmormântarea sa .  dacă era cu mine nu pe internet nu murea	0	0	0
@Adevarul În sfârșit a-ți înțeles cum se fac testele.	0	0	0
Citu sau betivanul somer ajuns premier Orban.	1	1	1
@kaza_shka nu cred că ai șanse, sorry	0	0	0
Cercetătorii germani au anunţat că pandemia de coronavirus va dura 2 ani! Ce au spus despre numărul persoanelor infectate cu COVID-19...	0	0	0
O crimă pe care viața nu o observă, deoarece acesteia nu-i pasă, ea curge, ea este.	0	0	0
Sunteti pe maini bune! Spalate. Sau nu	0	0	0
Și la orice comanda am si o mica surpriză pentru tine.	0	0	0
@DacoRex @denise_denis26 @Vasile55502205 Pune mana pe o carte de istorie inainte sa vorbesti fara sa ai nici cel mai mic habar despre ce plm vorbesti.	1	1	1
Pentru cei născuți după revoluție! :Veți afla în sfârșit, ce înseamnă petrecerile în sufragerie! 😊	0	0	0
@puttycat Bingo! Cum era zicerea aia cu “cine numara ...”?	0	0	0
Se modifică condiţiile de acordare a concediului medical în perioada stării de urgenţă -	0	0	0
@denis26_denise @SanduGeorgeCla1 Pai eu din ce înțeleg la domiciliu sunt cei care prezintă un mic risc veniți din zone afectate nu foarte grav etc, iar cei în carantină ar trebui sa fie "contactați" care prezintă risc ridicat, zone roșii sau interacțiune cu cazuri confirmate.	0	0	0
Guvernul a stabilit modul de acordare și de plată a zilelor libere pentru supravegherea copiilor, în situația închiderii temporare a unităților de învățământ...	0	0	0
Newsfeed-ul FB s-a transformat peste noapte în necrolog și abia începem. Orice postare despre prezent mă deprimă, orice postare despre altceva mi se pare obscenă. Dar vreau să postez despre altceva.	0	0	0
Ma unii oameni de-a dracu sa te încerce doar pt ca sunt ei mizerabili trebuie sa le distrugă viața și altora	1	0	0
@EASPORTSFIFA stfig ca nu merge sbc pe mobile cu totw dracu sa ma ia	1	1	2
Moldovenii nu sunt de acord să se tragă acum linie în Liga 1: „Ar fi nedrept!”...	0	0	0
e când plm orice site penal se numește platformă. Sau, poate că se referă la vreo platformă d-aia pt luat mașina după accident.	0	0	0
Dar sunt proștii absoluți. Ăia români. Aia care spun că totul e făcut ca să ne fută pe noi.	1	1	2
Mitralieră - rămas bun nu mi-am luat de la nimeni, doar la revedere. Urmatorul comenteaza cu AS.	0	0	0
Nu ai revelatii si cu Mu-Iohannis si cu sase case jefuite si copii vanduti de care nu mai stie nimeni nimic?	0	0	0
Si Dumnezeu a zis : va dau ninsoare sa stati in plm in case caci prosti mai mari ca voi nu am vazut !	1	1	3
@teniescu @puttycat @nwradu Du-te mă-n pula mea de prostovan.	1	1	1
Lupu Corvin: Ultima versiune primită de mine	0	0	0
Introducerea unei distincții arbitrare în tratamentul cetățen ac țări în funcț de vîrstă este tipică reg fasciste,care făceau asemenea distincții în funcț de etnie,rasă, orientare sex etc.Noi,bătrînii sîntem evreii, negrii,homosexualii reg ,Joha,care se pretinde unul democratic.	1	1	2
@Victor_Ponta Mai oameni buni cum dracu acceptați ca acest clovn sa va cheltuiască banii?	0	0	0
@itmorar Si in Belgia aceiasi poveste, daca esti prost si muncesti platesti taxe de mergi indoit, stai acasa, te rogi de 6 ori pe zi, faci de la 4 kinderi in sus, primesti ajutoare sociale...	0	0	0
Punem etichete repede, fara sa ne folosim prea mult mintea.	1	1	3
@basarab84 @MihaiHristea Atata au balmajit-o toti de la inceput ca merita un sut...	0	0	0
@RobertEVoicu @CloneSandman Ășteaptă să fie declarat "deținut politic" sau "luptător cu merite deosebite" și să-i platim despăgubiri pentru stresul suferit!😈	0	0	0
Coronavirus la o biserică din București. Sunt 6 persoane infectate, printre care și 2 preoți -	0	0	0
A stat lângă Trump şi a decis să dezvăluie trecutul: Orgii, petreceri. Eram bolnav…	0	0	0
hit-uri româneşti dar sunt despre carantină  via @YouTube	0	0	0
Chiar vreau sa incep a-mi face temele dar “One Direction funny moments” suna prea bine :(((	0	0	0
Klaus Iohannis: Până la finalul anului economia își va reveni și lucrurile vor intra în normal. Vom sprijini oamenii și firmele	0	0	0
@ZoliBara @SorinPaun3 @KlausIohannis Bai idiotule, NU nu exista tratamente pt viroze, sunt anumite medicamente care te ajuta simptomatic, pricepi idiotule? Dar cand toti zugravii se dau rotunzi pe net... Oligofren imbecil, mars la lopata! Am avut si 39 si niciun paracetamol n-am luat! Idiotule!	1	1	1
#coronavirus mișună printre noi. #fmmkwi	0	0	0
@Doctoru_Andy Nimeni nu i-a subvenții pentru carantină !!!Uitate în lume!	0	0	0
@ingerisidemoni Offf, Doamne! Să îi ajute Dumnezeu!	0	0	0
Cine traieste in realitate nu in poezia bla, bla....stia exact asta inca de la sfarsit de ianuarie	0	0	0
Cum reușesc să muncesc de acasă, să îmi țin copiii în viață și să nu îmi pierd mințile	0	0	0
cum dracu reusesc sa cad pe scari in plm ca mi s au umflat picioarele	0	0	0
#NASA: Cum a UIMIT Omenirea cu o Premiera pentru un #Asteroid -  #peblog #romania #2020 #news #stiri	0	0	0
Toţi locuitorii din Bucureşti, testați împotriva coronavirus cu ajutorul echipelor mobile	0	0	0
La Iasi, nostalgicii USLamisti din PNL il vor sustine pe fostul PSD-ist Chirica. Daca ei nu au candidat cu sanse, de-ai dracu' nu ar sustine candidatul USR...	0	0	0
Olguța Vasilescu să mă sugi de pulă cu țuțuianu și toți parlamentarii care nu au respins oug 57 și 59,eu am ieșit la pensie la limita de vârstă și am pensia mai mica decât cel care a ieșit anticipat fără 1% pt fiecare an lucrat peste limita de pensionare gunoaie imbuibate 🤮 🖕	1	1	1
O sectie a Spitalului Judetean din Deva a intrat in carantina: Mai multe cadre medicale au fost confirmate cu coronavirus	0	0	0
Fotbal/#Coronavirus: Serie A, aproape de oprirea definitivă	0	0	0
@itsmeChris50 @distrughy @just_gebby @airsurfercr "baga-mi-as pula in mortii ma-tii" 	1	1	1
Ingeniozitate şi creativitate, pe ele le descoperim zilele acestea.	0	0	0
Un restaurant celebru din Capitală sare în ajutorul medicilor în timpul pandemiei: „Eroii noștri vor avea masa asigurată”...	0	0	0
@i0n1ca @OvidiuSky @ingerisidemoni @_lor3scu_ Vezi cine știe 🤣	0	0	0
@danaionescu65 @i0n1ca @GabryIonesc2 Pai deh, de obicei crapa unde'i de crapat ... ce sa zic!? 😂	0	0	0
iti raspund analize în Decembrie, prezervativ aseara, ce dracu nu înțelegi, sa-i fut pe diasporezi sa intelegi.	1	1	1
Ești ceea ce mănânci - De când dracu mănânc eu dureri de spate și anxietate.🤣	0	0	0
Președintele Klaus Iohannis participă la o videoconferință cu membrii Consiliului European pe tema COVID-19	0	0	0
#SOLIDARITATE #COVID19 ... da, ba da, merita sa fie conectati la teava de bani a sistemului de sanatate, dimpreuna cu MedLife care a inchis usile pentru orice imbolnaviri cu dracosul carcalete. Hai, manutele in aer: #spitaleprivatenucatedrale	0	0	0
Politia Romana explica prevederile ordonantei militare 3 -  #peblog #romania #2020 #news #stiri	0	0	0
Îndrăznești săspui adevărul căsașii sibieni,conduși de cârmaciul Iohannis,au solicitat săfie succesori ainaziștilor șio judecătoare slugarnică i-aoficializat caatare,atunci eștiun șovin nenorocit care emusai săfie reclamat laCNCD,o bravă sucur.apoliției gândiriicondusă deun ungur	0	0	0
Gafă de proporții! În plină criză generată de coronavirus, Ministerul Sănătății s-a făcut de râs	0	0	0
@CPTariceanu nea Tariceanu, ce dracu e bre cu propunerea aia legislativa prin care sa permiti fimrelor sa ramana datoare la stat cu impozitele pe salarii, dar in schimb le pui de gat un ditai pietroiu, aceste firme nemaiputand concedia? te ai lovit la liberalism?"	0	0	0
@Adevarul Fute l in gura de cate ori îl prinzi.	1	1	1
@denis26_denise Astia o tot pregatesc,ok, stai in casa acum insa atentie treaba cu virusul e de lunga durata adica pana in iulie ...august.	0	0	0
@Rares09860685 taci in pula mea	1	1	1
Numele meu e România. Locuiesc pe strada Europa de 13 ani, din ianuarie 2007. Am o casă veche, care a fost mare și frumoasă cândva. Acum e tot mare, dar dărăpănată. Cade tencuiala, acoperișul a vechi și uneori îmi plouă în casă.	0	0	0
#Coronavirus România, Live Update 25 martie. S-a înregistrat al 14-lea deces	0	0	0
Fii prima care află, draga mea! ❤️	0	0	0
@jkstattss cum dracu n-am mai vorbit pana acum	0	0	0
@LustSophie @LiveJasmin @GirlsfromS20 O, cerule mare! Sau cum spunea Topîrceanul la finalul unei poezii celebre: ”Zău că-mi vine să-mi las baltă toate interesele!”	0	0	0
Vă rog pe voi, argeșenii noștri care sunteți peste hotare să trimiteți pe pagina Primăriei Municipiului Curtea de Argeș  video, fotografii sau mesaje despre situația din zona în care vă aflați. Doar împreună putem depăși aceste momente grele!	0	0	0
Clara esti o dobitoaca	1	1	1
@aiurea era suficient sa tusesti spre el. Nu c-ai avea ceva tu, dar 2 saptamani s-ar fi cacat pe el de teama :)	0	0	0
Și-n moarte funcționează parti-pris-urile? Dacă livrează ambele firme e nasol sau ce? 😉 Te pomenești că vom avea prea multe ventilatoare	0	0	0
Nu ne mai primim copiii mari și nepoțeii în casă și nu mai facem vizite la nași. Ni se par mai lungi și mai lugubre sirenele autosalvărilor.	0	0	0
Furculiţa e folosită doar pentru a pune mâncare în lingură. Furculiţa nu e băgată în gură.	0	0	0
@maeverie @VanessaHudgens Credea ca mamaie si tataie si tanti Mita stiu ei sa vorbeasca engleza. Ei cred ca stiu alte limbi mult mai grele, cum ar fi rusa care se invata pe vremea lor 🤦🏻‍♀️ Cred ca e un trend si al americanilor si al englezilor la faza asta. Ii umplem notifs de romana, poate invata putina 😂	0	0	0
S-au închis si cârciumile.	0	0	0
Ai vârsta peste 65 de ani?E clar!Ești infractor. Ca urmare, ești condamnat cu arest la domiciliu fără drept de apel.	1	1	1
am fost distrasa. au zis ca primariile trebuie sa puna dispensere cu dezinfectant la intrarile in blocuri? sau sa spele in plm strazile???	0	0	0
Daca a atinge un nou nivel de evolutie personala si a aduce armonia si bucuria in viata ta si a celor din jurul tau, sunt lucruri pe care doresti sa le obtii anul acesta, nu ezita sa te inscrii la Cursul prin care poti deveni Pract…	0	0	0
Sa va dau o idee.Cică vodka poate fi folosită la curățarea casei.	0	0	0
@ManoliuValy Mulțumesc!	0	0	0
Știe cineva unde ține greta greva azi? Nu de alta dar sînt cîteva milioane bune de mileniali și snoufleicși care umblă creanga, fie pe plajele Floridei, fie prin cluburi și discoteci.	0	0	0
În doar câteva ore, 524 venezueleni s-au înregistrat în SUA pentru a se alătura zborului înapoi acasă.	0	0	0
Ultimul episod al serialului ''The Walking Dead'', amânat din cauza crizei de #coronavirus	0	0	0
@denis26_denise Wow, parca ma doare pe mine, cu ce este ii da ala cu blana la cur.;)))))	0	0	0
Medicul care a vindecat cei mai mulți pacienți români cu coronavirus ne spune ce trebuie să facem prima oară când intrăm în casă	0	0	0
Salutăm declararea de către Președintele României a stării de urgență și ne exprimăm speranța că aplicarea lui în practică va fi efectivă, însă cu grija de a nu fi depășit scopul pentru care măsura a fost instituită.(FACIAS)	0	0	0
D'asta ba, d'asta o sa mai aiba miorita mea draga o sansa, dincolo de #covid19, dincolo de ce plm mai pun la cale cacatii astia la cale cu controlul si guvernul lor mondial cu tot .... #RomaniaTeiubesc, tara mea de frumoasa, tara mea de dor! 🤗	0	0	0
Ce dacă ulterior vaccinării unii vor manifesta efecte adverse (grave - paralizie, de exemplu sau mortale), nu interesează pe nimeni și tot nimeni nu răspunde. Ești numa' bun mort! #antivaccinare	0	0	0
@VladCabulea coaie ce plm e asta ca mi vn sa plang:)))))	1	1	1
Universitatea din Iași nu reușește să se vindece de tudorelovirus.	0	0	0
@itmorar cum este dupa prima zi de izolare ?	0	0	0
@DevinaDomix Va sarut talpile, Stapana ! Vreau !!!	0	0	0
daca acum nu te poti folosi de masina ca sa te scape de belele atunci ne putem baga pula in orase, civilizatie, orase smart si tot.	0	0	0
Moartea scriitorului dizident Paul Goma: un om făcut să deranjeze şi după plecarea în nefiinţă	0	0	0
baa ce socata sunt ce dracu cand a crescut atat 😭😭😭😭😭😭	1	1	1
rasucim in felurite unghiuri	0	0	0
singura persoana din Guvernul Orban care imi inspira o mare incredere este @BogdanAurescu .	0	0	0
Decizia a fost luata imediat dupa ce s-a aflat ca popii au inceput sa fie depistati cu Covid, desi au fost foarteprecauti si nu au folosit decat lingurite sfintite.	0	0	0
Asta e America satanista,...La dracu cu UE si planeta.	1	1	2
@vmacity nu sunt in plm ca am rata la telefon si ok am savings pt concert si le folosesc in cel mai rau caz	0	0	0
@CloneSandman Din redirecționarea a 3.5% din impozit	0	0	0
Eu sunt de acord să iasă armata pe străzi cu arme și tot ce trebuie. Nu știi niciodată când o iau razna jandarmii.	0	0	0
@gusteru Nu dar sunt mandrii de cei din spitalul ala. Prieteni, cunostiinte, etc. Medicul respectiv e foarte recunoscut in TM, am fost la el si cu David cand avea probleme.	0	0	0
@basarab84 Mare pacaleala poza 2.Vor unii sa ne salveze fix de ceea ce tot ei au creat	0	0	0
cat a fost vremea frumoasa am stat si am frecat-o in casa, ce pula mea iesi afara daca vrei nu te pune nimeni sa stai inauntru	1	1	1
Chiriţoiu: Dacă produsele sanitare nu se ieftinesc, vom lua măsuri de urgenţă, precum rechiziţionarea sau plafonarea preţurilor	0	0	0
Art Directors Club România are un nou Comitet Director -	0	0	0
@iulialipovanu Nu numai la Milano. Toată Italia, și asta se datorează greșelii când au început să taie din bugetul sănătăți, restructurarea sistemului sanitar, închiderea de spitale regionale și multe alte exemple, dar sper să învețe din asta toată lumea și fiecare țara.	0	0	0
Blocaj total în imobiliare: Cum se va schimba comportamentul clienților și cine îi protejează pe chiriași?	0	0	0
CSM București suspendă toate contractele pe durata Stării de Urgență	0	0	0
mă tachinează dracu, stie ca până l-a vârsta mea centenară am învățat cu v-a și l-a 😉	0	0	0
Cum s-au mobilizat oameni de rând și mari companii pentru a produce ventilatoare medicale	0	0	0
Fericirea este ca un fluture care, odată urmărit, este întotdeauna dincolo de înțelegerea noastră, dar, dacă stai liniștit, ar putea flutura în jurul tău.	0	0	0
