Tweet	Offensive	Targeted	Target
@ingerisidemoni Offf, Doamne! Să îi ajute Dumnezeu!	NOT	NULL	NULL
Cine traieste in realitate nu in poezia bla, bla....stia exact asta inca de la sfarsit de ianuarie	NOT	NULL	NULL
Cum reușesc să muncesc de acasă, să îmi țin copiii în viață și să nu îmi pierd mințile	NOT	NULL	NULL
cum dracu reusesc sa cad pe scari in plm ca mi s au umflat picioarele	NOT	NULL	NULL
#NASA: Cum a UIMIT Omenirea cu o Premiera pentru un #Asteroid -  #peblog #romania #2020 #news #stiri	NOT	NULL	NULL
Toţi locuitorii din Bucureşti, testați împotriva coronavirus cu ajutorul echipelor mobile	NOT	NULL	NULL
La Iasi, nostalgicii USLamisti din PNL il vor sustine pe fostul PSD-ist Chirica. Daca ei nu au candidat cu sanse, de-ai dracu' nu ar sustine candidatul USR...	NOT	NULL	NULL
Olguța Vasilescu să mă sugi de pulă cu țuțuianu și toți parlamentarii care nu au respins oug 57 și 59,eu am ieșit la pensie la limita de vârstă și am pensia mai mica decât cel care a ieșit anticipat fără 1% pt fiecare an lucrat peste limita de pensionare gunoaie imbuibate 🤮 🖕	OFF	TIN	IND
O sectie a Spitalului Judetean din Deva a intrat in carantina: Mai multe cadre medicale au fost confirmate cu coronavirus	NOT	NULL	NULL
Fotbal/#Coronavirus: Serie A, aproape de oprirea definitivă	NOT	NULL	NULL
@itsmeChris50 @distrughy @just_gebby @airsurfercr "baga-mi-as pula in mortii ma-tii" 	OFF	TIN	IND
Ingeniozitate şi creativitate, pe ele le descoperim zilele acestea.	NOT	NULL	NULL
Un restaurant celebru din Capitală sare în ajutorul medicilor în timpul pandemiei: „Eroii noștri vor avea masa asigurată”...	NOT	NULL	NULL
@i0n1ca @OvidiuSky @ingerisidemoni @_lor3scu_ Vezi cine știe 🤣	NOT	NULL	NULL
@danaionescu65 @i0n1ca @GabryIonesc2 Pai deh, de obicei crapa unde'i de crapat ... ce sa zic!? 😂	NOT	NULL	NULL
iti raspund analize în Decembrie, prezervativ aseara, ce dracu nu înțelegi, sa-i fut pe diasporezi sa intelegi.	OFF	TIN	IND
Ești ceea ce mănânci - De când dracu mănânc eu dureri de spate și anxietate.🤣	NOT	NULL	NULL
Președintele Klaus Iohannis participă la o videoconferință cu membrii Consiliului European pe tema COVID-19	NOT	NULL	NULL
#SOLIDARITATE #COVID19 ... da, ba da, merita sa fie conectati la teava de bani a sistemului de sanatate, dimpreuna cu MedLife care a inchis usile pentru orice imbolnaviri cu dracosul carcalete. Hai, manutele in aer: #spitaleprivatenucatedrale	NOT	NULL	NULL
Politia Romana explica prevederile ordonantei militare 3 -  #peblog #romania #2020 #news #stiri	NOT	NULL	NULL
Îndrăznești săspui adevărul căsașii sibieni,conduși de cârmaciul Iohannis,au solicitat săfie succesori ainaziștilor șio judecătoare slugarnică i-aoficializat caatare,atunci eștiun șovin nenorocit care emusai săfie reclamat laCNCD,o bravă sucur.apoliției gândiriicondusă deun ungur	NOT	NULL	NULL
Gafă de proporții! În plină criză generată de coronavirus, Ministerul Sănătății s-a făcut de râs	NOT	NULL	NULL
@CPTariceanu nea Tariceanu, ce dracu e bre cu propunerea aia legislativa prin care sa permiti fimrelor sa ramana datoare la stat cu impozitele pe salarii, dar in schimb le pui de gat un ditai pietroiu, aceste firme nemaiputand concedia? te ai lovit la liberalism?"	NOT	NULL	NULL
@Adevarul Fute l in gura de cate ori îl prinzi.	OFF	TIN	IND
@denis26_denise Astia o tot pregatesc,ok, stai in casa acum insa atentie treaba cu virusul e de lunga durata adica pana in iulie ...august.	NOT	NULL	NULL
@Rares09860685 taci in pula mea	OFF	TIN	IND
Numele meu e România. Locuiesc pe strada Europa de 13 ani, din ianuarie 2007. Am o casă veche, care a fost mare și frumoasă cândva. Acum e tot mare, dar dărăpănată. Cade tencuiala, acoperișul a vechi și uneori îmi plouă în casă.	NOT	NULL	NULL
#Coronavirus România, Live Update 25 martie. S-a înregistrat al 14-lea deces	NOT	NULL	NULL
Fii prima care află, draga mea! ❤️	NOT	NULL	NULL
@jkstattss cum dracu n-am mai vorbit pana acum	NOT	NULL	NULL
@LustSophie @LiveJasmin @GirlsfromS20 O, cerule mare! Sau cum spunea Topîrceanul la finalul unei poezii celebre: ”Zău că-mi vine să-mi las baltă toate interesele!”	NOT	NULL	NULL
Vă rog pe voi, argeșenii noștri care sunteți peste hotare să trimiteți pe pagina Primăriei Municipiului Curtea de Argeș  video, fotografii sau mesaje despre situația din zona în care vă aflați. Doar împreună putem depăși aceste momente grele!	NOT	NULL	NULL
Clara esti o dobitoaca	OFF	TIN	IND
@aiurea era suficient sa tusesti spre el. Nu c-ai avea ceva tu, dar 2 saptamani s-ar fi cacat pe el de teama :)	NOT	NULL	NULL
Și-n moarte funcționează parti-pris-urile? Dacă livrează ambele firme e nasol sau ce? 😉 Te pomenești că vom avea prea multe ventilatoare	NOT	NULL	NULL
Nu ne mai primim copiii mari și nepoțeii în casă și nu mai facem vizite la nași. Ni se par mai lungi și mai lugubre sirenele autosalvărilor.	NOT	NULL	NULL
Furculiţa e folosită doar pentru a pune mâncare în lingură. Furculiţa nu e băgată în gură.	NOT	NULL	NULL
@maeverie @VanessaHudgens Credea ca mamaie si tataie si tanti Mita stiu ei sa vorbeasca engleza. Ei cred ca stiu alte limbi mult mai grele, cum ar fi rusa care se invata pe vremea lor 🤦🏻‍♀️ Cred ca e un trend si al americanilor si al englezilor la faza asta. Ii umplem notifs de romana, poate invata putina 😂	NOT	NULL	NULL
S-au închis si cârciumile.	NOT	NULL	NULL
Ai vârsta peste 65 de ani?E clar!Ești infractor. Ca urmare, ești condamnat cu arest la domiciliu fără drept de apel.	OFF	TIN	IND
am fost distrasa. au zis ca primariile trebuie sa puna dispensere cu dezinfectant la intrarile in blocuri? sau sa spele in plm strazile???	NOT	NULL	NULL
Daca a atinge un nou nivel de evolutie personala si a aduce armonia si bucuria in viata ta si a celor din jurul tau, sunt lucruri pe care doresti sa le obtii anul acesta, nu ezita sa te inscrii la Cursul prin care poti deveni Pract…	NOT	NULL	NULL
Sa va dau o idee.Cică vodka poate fi folosită la curățarea casei.	NOT	NULL	NULL
@ManoliuValy Mulțumesc!	NOT	NULL	NULL
Știe cineva unde ține greta greva azi? Nu de alta dar sînt cîteva milioane bune de mileniali și snoufleicși care umblă creanga, fie pe plajele Floridei, fie prin cluburi și discoteci.	NOT	NULL	NULL
În doar câteva ore, 524 venezueleni s-au înregistrat în SUA pentru a se alătura zborului înapoi acasă.	NOT	NULL	NULL
Ultimul episod al serialului ''The Walking Dead'', amânat din cauza crizei de #coronavirus	NOT	NULL	NULL
@denis26_denise Wow, parca ma doare pe mine, cu ce este ii da ala cu blana la cur.;)))))	NOT	NULL	NULL
Medicul care a vindecat cei mai mulți pacienți români cu coronavirus ne spune ce trebuie să facem prima oară când intrăm în casă	NOT	NULL	NULL
Salutăm declararea de către Președintele României a stării de urgență și ne exprimăm speranța că aplicarea lui în practică va fi efectivă, însă cu grija de a nu fi depășit scopul pentru care măsura a fost instituită.(FACIAS)	NOT	NULL	NULL
D'asta ba, d'asta o sa mai aiba miorita mea draga o sansa, dincolo de #covid19, dincolo de ce plm mai pun la cale cacatii astia la cale cu controlul si guvernul lor mondial cu tot .... #RomaniaTeiubesc, tara mea de frumoasa, tara mea de dor! 🤗	NOT	NULL	NULL
Ce dacă ulterior vaccinării unii vor manifesta efecte adverse (grave - paralizie, de exemplu sau mortale), nu interesează pe nimeni și tot nimeni nu răspunde. Ești numa' bun mort! #antivaccinare	NOT	NULL	NULL
@VladCabulea coaie ce plm e asta ca mi vn sa plang:)))))	OFF	TIN	IND
Universitatea din Iași nu reușește să se vindece de tudorelovirus.	NOT	NULL	NULL
@itmorar cum este dupa prima zi de izolare ?	NOT	NULL	NULL
@DevinaDomix Va sarut talpile, Stapana ! Vreau !!!	NOT	NULL	NULL
daca acum nu te poti folosi de masina ca sa te scape de belele atunci ne putem baga pula in orase, civilizatie, orase smart si tot.	NOT	NULL	NULL
Moartea scriitorului dizident Paul Goma: un om făcut să deranjeze şi după plecarea în nefiinţă	NOT	NULL	NULL
baa ce socata sunt ce dracu cand a crescut atat 😭😭😭😭😭😭	OFF	TIN	IND
rasucim in felurite unghiuri	NOT	NULL	NULL
singura persoana din Guvernul Orban care imi inspira o mare incredere este @BogdanAurescu .	NOT	NULL	NULL
Decizia a fost luata imediat dupa ce s-a aflat ca popii au inceput sa fie depistati cu Covid, desi au fost foarteprecauti si nu au folosit decat lingurite sfintite.	NOT	NULL	NULL
Asta e America satanista,...La dracu cu UE si planeta.	OFF	TIN	GRP
@vmacity nu sunt in plm ca am rata la telefon si ok am savings pt concert si le folosesc in cel mai rau caz	NOT	NULL	NULL
@CloneSandman Din redirecționarea a 3.5% din impozit	NOT	NULL	NULL
Eu sunt de acord să iasă armata pe străzi cu arme și tot ce trebuie. Nu știi niciodată când o iau razna jandarmii.	NOT	NULL	NULL
@gusteru Nu dar sunt mandrii de cei din spitalul ala. Prieteni, cunostiinte, etc. Medicul respectiv e foarte recunoscut in TM, am fost la el si cu David cand avea probleme.	NOT	NULL	NULL
@basarab84 Mare pacaleala poza 2.Vor unii sa ne salveze fix de ceea ce tot ei au creat	NOT	NULL	NULL
cat a fost vremea frumoasa am stat si am frecat-o in casa, ce pula mea iesi afara daca vrei nu te pune nimeni sa stai inauntru	OFF	TIN	IND
Chiriţoiu: Dacă produsele sanitare nu se ieftinesc, vom lua măsuri de urgenţă, precum rechiziţionarea sau plafonarea preţurilor	NOT	NULL	NULL
Art Directors Club România are un nou Comitet Director -	NOT	NULL	NULL
@iulialipovanu Nu numai la Milano. Toată Italia, și asta se datorează greșelii când au început să taie din bugetul sănătăți, restructurarea sistemului sanitar, închiderea de spitale regionale și multe alte exemple, dar sper să învețe din asta toată lumea și fiecare țara.	NOT	NULL	NULL
Blocaj total în imobiliare: Cum se va schimba comportamentul clienților și cine îi protejează pe chiriași?	NOT	NULL	NULL
CSM București suspendă toate contractele pe durata Stării de Urgență	NOT	NULL	NULL
mă tachinează dracu, stie ca până l-a vârsta mea centenară am învățat cu v-a și l-a 😉	NOT	NULL	NULL
Cum s-au mobilizat oameni de rând și mari companii pentru a produce ventilatoare medicale	NOT	NULL	NULL
Fericirea este ca un fluture care, odată urmărit, este întotdeauna dincolo de înțelegerea noastră, dar, dacă stai liniștit, ar putea flutura în jurul tău.	NOT	NULL	NULL
Când tu nu ai părăsit teritoriul țării și îți dă mă-ta mâncare, și nu ai sânge in pula nici poza cu tine sa ai la profil . Poți să spui ceva de alții ?	OFF	TIN	IND
Astăzi în 🇮🇹 este “Ziua Tatălui“ spus “Festa del papà “ inclus și eu în ea, deși nu acest este important, eu vreau să le transmit : “Cele mai bune urări către mamele care își cresc singure copii și înlocuiesc un tată, sunteți femei speciale” 👏🏻👏🏻👏🏻mai ales în aceste momente.🌹	NOT	NULL	NULL
ce naiba am azi, nu imi ajunge energia pentru elementele pe care le aleg pentru un singur text, ochiul meu are ceva sau redarea??	NOT	NULL	NULL
Le-am dat chinejilor un virus de i-a luat dracu! 🤣🤣🤣	NOT	NULL	NULL
Patriarhul Daniel: Nu trebuie în această perioadă să cădem în deznădejde, ci să ne întărim în credinţă	NOT	NULL	NULL
Ideea e ca unul sau altul din cei 2, care a bagat toata planeta in ra... ar trebui dusi in fata unui Tribunal-judecati.	NOT	NULL	NULL
Nici daca moare gagicmea n o sa pun poza cu ea pe ig🙄	NOT	NULL	NULL
Om mai prost decat Mihai Traistariu nu cred că se face =))))))	NOT	NULL	NULL
@SofiaCovaci Ne schimbăm, anii trec și preocupările lasă urme și câteodată sechele.	NOT	NULL	NULL
@RFboris Marian Nistor e dimpreună cu Carmen Hara în tunelurile dacice din Bucegi și deocamdată nu poate fi abordat pentru că nu și-a luat cartelă decât pentru Universul 75-Roz; o scăpare, e om.	NOT	NULL	NULL
Dana Budeanu, APEL către un grup de jurnaliști: Îi rog să cerceteze ce spun eu acum! Atenție la ce întâmplă în spatele Stării de urgență! -	NOT	NULL	NULL
@gusteru Dosar cu șină! Ștampila de la ghilesul 2, autentificare la notar.	NOT	NULL	NULL
Oricum voi de fapt aveți chiar 4, sunteți o adevărată metropolă🙂🙂	NOT	NULL	NULL
Vel Pitar fără virusul gripal...Absurd!	NOT	NULL	NULL
@b0bsacaman0 @nwradu @RFboris Vino mă, Vino la mine să te învăț educația român prost!! Te aștept fraiere	OFF	TIN	OTH
Drumul era plin de gropi dar nu a căzut în nici una.	NOT	NULL	NULL
IGSU: Echipamentul medical din Coreea de Sud - distribuit, în funcţie de nevoi, personalului medical şi echipajelor MAI	NOT	NULL	NULL
@tepes_vladut @MaricaPuiu De unde iei tu o virgină?	NOT	NULL	NULL
@iuliaa2603 Ma, da de ce dracu oare mintea romanului e la cum poate sa insele orice regula se impune? 😅 Sa mor eu daca noi ne mai facem bine ca natie vreodata	NOT	NULL	NULL
Nimeni nu știe când va lua sfârșit pandemia de coronavirus. Specialiștii fac tot felul de predicții, iar habarniștii agravează situația cu păreri deversate pe Facebook.	NOT	NULL	NULL
@Indig091 Am si eu asa obicei. E cam rau pentru viata sociala dar productivitatea maxima vine dupa 11 seara.	NOT	NULL	NULL
MAE le aminteşte românilor ce lucrează în Spania care le sunt drepturile, în contextul restricţiilor impuse de #COVID-19	NOT	NULL	NULL
bagă-mi-as pula in voi	OFF	TIN	OTH
@ECiocu Am intrebat la NHS daca pot sa ajut (macar pe plan local). Raspuns negativ ... plm.	OFF	TIN	OTH
@gusteru Faceai ca pe vremuri, iti puneai si imaginatia la contributie	NOT	NULL	NULL
Mi se pare lăudabil faptul că psihologii ne dau sfaturi în această perioadă, însă unul dintre ele sună mai degrabă a blestem: cum adică, „fiți pozitivi”...?	NOT	NULL	NULL
@keyboardriot Clar ca e aproape imposibil de crezut, da' el asa zice...	NOT	NULL	NULL
Anticipatele erau preocuparea lor,stim toti...si nu au scuza, serviciile au informat ref. China (virus,criza, risc)	NOT	NULL	NULL
@denis26_denise @MaricaPuiu La fel e și cu berea, mâncarea !	NOT	NULL	NULL
@camilstoenescu @thezvoner oamenii din liniile 2 si 3 au ramas aceiași	NOT	NULL	NULL
Majoritatea animalelor nu se recunosc în oglindă.	NOT	NULL	NULL
Direcţia Regim Permise: Documentele care expiră în perioada stării de urgenţă vor fi considerate valabile	NOT	NULL	NULL
Accesați aici pagina dedicată pachetului de măsuri pe care BNR l-a adoptat în contextul epidemiei de #COVID2019	NOT	NULL	NULL
Doamna Anisie, vă rog, pentru bunul mers al învățământului, veniți cu picioarele pe pământ!	NOT	NULL	NULL
@ingerisidemoni @_lor3scu_ Nu e salam prăjit, e cârnat prăjit.	NOT	NULL	NULL
@B_Transilvania Sigur.Nici nu m-ați întrebat de probleme și la ce agenții.În loc să acționați băgați mizeria sub preș.	NOT	NULL	NULL
În vremea asta căutăm nimicuri cu care să umplem vidul	NOT	NULL	NULL
Preşedintele #Iohannis participă la o #videoconferinţă cu membrii Consiliului European pe tema #COVID-19	NOT	NULL	NULL
@dj_mezeneu @SanduGeorgeCla1 De acord!Adevarat!Sunt foarte constienta de realitatea "virusului"E bine sa fii informat,dar si aceastea trebuiesc dozate,pt ca altfel alimenteaza stresul;Suntem bombardati cu informatii non stop,una dintre principalele cauze ale imunitatii scazute,stresul si starile conflictuale	NOT	NULL	NULL
Se bănuiește că virusul a fost creat de o femeie.	NOT	NULL	NULL
@IonutAxinescu Ceva cu decolteu, ie primăvară.	NOT	NULL	NULL
@CloneSandman Interimar. De la suceava	NOT	NULL	NULL
Se cer masuri pentru a bloca extinderea focarului de la Suceava: Nu transformati Iasiul si Moldova in Lombardia Romaniei	NOT	NULL	NULL
@razvancostache La Buzau lumea misuna. Nu-mi dau seama daca e de-a dreptul horror sau nu. :))	NOT	NULL	NULL
No, tovarasul Tiriac, capitalist desavarsit la Germania, nu aplica decat ce a invatat acolo. Sanatate si'un praz verde.😷	NOT	NULL	NULL
MARI3K3 LASA MA IN PACE E 12 NOAPTEA DORMI DRACU NU MI MAI DA MAILURI DESPRE CE FACEM SAPTAMANA VIITOARE SI CE AI PUS PE BLACKBOARD	NOT	NULL	NULL
Stii momentul ala cand poti ruina o relație doar cu câteva ss-uri?	NOT	NULL	NULL
sunt destul de trista ca maria sa kick it nu are niciun music show win pana acum :((	NOT	NULL	NULL
E aproape de autism ruperea comunicațională a lui Klaus Iohannis de poporul său.	NOT	NULL	NULL
Dacă in următoarele doua săptămâni România nu va avea o explozie de cazuri de gripă normală, se poate considera ca testul “pula mea, Corona trece” a avut un succes deosebit.	NOT	NULL	NULL
@YayyayaU Tre sa iti instalezi o aplicatie ca nu se prea gaseste pe google (manga rock trebuie luata tot de pe google ca nu se gaseste in app stores)	NOT	NULL	NULL
Hai una mai săltăreață,	NOT	NULL	NULL
Am fost o fuga la Carrefour...ce dracu s-a intamplat cu preturile, s-au virusat si ele, sau ce?!	NOT	NULL	NULL
De China nu intreaba nimeni&gt; Hey, ai de dat explicatii de ex. simularea fix pt novel coronavirus, sept, Wuhan.	NOT	NULL	NULL
@cristinadobre @TintaVasile Vad că insisti! Tu nu vezi ca omu se contrazice la fiecare propoziție?	NOT	NULL	NULL
Media ne bombardeaza cu nr de cazuri confirmate. Total nerelevant. 1029. Asa si?	NOT	NULL	NULL
Proaspăta șefă de la Direcția de Sănătate Publică, Anca Bertea, și-a dat demisia, conform unor surse de la nivelul Comisiei Județene pentru Situații de Urgență.	NOT	NULL	NULL
Spitalele din România „cad” unul după altul, pe măsură ce sunt identificați pacienți depistați pozitiv la testele pentru coronavirus. 	NOT	NULL	NULL
Daca faci cacatul ala in care iti cureti gingiile cu aer te urasc te dest pleaca din fata mea	OFF	TIN	IND
@Roberto76Adrian @GildasHamdad incearca doar a data sa fac ceava cu mama si tu o sa spun buna la dracu	OFF	TIN	IND
Pandemia de coronavirus îi rotunjește conturile lui Cătălin Botezatu. Medicii vor fi îmbrăcați de la renumitul designer	NOT	NULL	NULL
Mai mulţi producători de smartphone-uri refuză să folosească Qualcomm Snapdragon 865 din cauza preţului prea mare	NOT	NULL	NULL
@hoseokspapanasi Nici în 100 de ani nu-mi pica fisa	NOT	NULL	NULL
@CloneSandman Sandmane sa moara Fram Ursul Polar am iesit in curte la noi pe zona aici e stratul de praf si jeg pe masa de un deget. Nush ce plm a adus vantul dar e maro totu	OFF	TIN	IND
Un Vlad Voiculescu extrem de atașat la rândul său de Viena, astfel încât Bucureștiul la a cărui Primărie Generală vroia să candideze poate părea deja doar ”a doua casă”, după capitala Austriei	NOT	NULL	NULL
Nu. Nu poți să editezi filmări 8k!	NOT	NULL	NULL
Acestea sunt vremuri în care dpdv neuronal nu e ok să fii social media manager sau community manager... cantitatea de prostie la care ești expus zilnic e uriașă.	NOT	NULL	NULL
Băi băiete, ce fac ăștia...?!	NOT	NULL	NULL
231 de noi decese în Franţa, 2.827 de persoane se află la Terapie Intensivă!	NOT	NULL	NULL
@daco_get @denis26_denise Nu am auzit. Primele inf.din partea dr. (dar si cele recente 1 sapt. in urma) erau legate de aspectul asimptomatic si au zis ce am scris... 5-14 zile,dar si situatia 24 zile	NOT	NULL	NULL
Țara noastră are milioane de cetățeni în străinătate, care au tot dreptul să se întoarcă în țara lor. Numai în Italia sunt peste un milion și jumătate.	NOT	NULL	NULL
Toată populația Bucureștiului, testată pentru noul coronavirus	NOT	NULL	NULL
Lucrati responsabil! Oferiti siguranta colaboratorilor si angajatilor dumneavoastra, cu dispozitive Datalogic ce rezista fara probleme igienizarii cu dezinfectanti puternici!	NOT	NULL	NULL
Dacă, în virtutea anumitor circumstanțe, răspândirea virusului nu va putea fi oprită radical în termen de o lună și jumătate sau două, atunci toate procesele vor deveni ireversibile și peste noapte întreaga ordine mondială se va prăbuși.	NOT	NULL	NULL
Apple îi cam face în ciudă lui MinGicKuoko, oare câtă credibilitate o să i se mai dea că e în bălării cu informațiile.	NOT	NULL	NULL
@w_lemn @Carlos_Sacalul Dacă dorești explicații, acestea sunt: pagina citată este din 27 feb. atunci când sist. de sănătate credea așa și nu se știa mai nimic.	NOT	NULL	NULL
Dacă instituțiile care scot la concursurile pentru obținerea titlului de doctor ar fi serioase, și n-ar mai scoate subiecte care nu au nici o utilitate pentru nimeni, ar scoate un subiect unic la concurs - „Trădarea Românească”.	NOT	NULL	NULL
Nu e nici dracu afara la ora asta dar noi mergem la lidl 🤩🤩	NOT	NULL	NULL
Uniunea Europeana nu este, decat o mascarada, unde "Imigrantii" au mai multe drepturi decat autohtonii.	NOT	NULL	NULL
baietii din romania se aduna undeva toti sa faca sport la bustul gol? 😭😭 ce plm	OFF	UNT	NULL
@GabryIonesc2 Daca a trebuit armata sa intervina iti dai seama ca oaia tot oaie este nu intelege.Stati in plm in casa	OFF	TIN	GRP
@denis26_denise ... cu tot respectul, cum sa raportezi daca nu testezi ?	NOT	NULL	NULL
Am nevoie de tine, restul e rest !!!	NOT	NULL	NULL
Nu sunt bune supozitiile😆	NOT	NULL	NULL
@radusmall Sper. Metro Cash and Carry e totuși firma îndreptată către en-gros. Sper sa își schimbe profilul rapid, ca noi livrăm, dar sa avem ce și cui.	NOT	NULL	NULL
@Costindte Controale sunt pe străzi?	NOT	NULL	NULL
@ECiocu @LTeglas Să murim, dar să murim, dracu', frumoși. :)))	NOT	NULL	NULL
Sector 4: Persoanele rămase fără venituri din cauza crizei COVID-19 ar putea primi sprijin financiar	NOT	NULL	NULL
Neața oameni buni și nebuni. Îmi încep dimineața cu 9367 cazuri de Coronavirus in Germania...	NOT	NULL	NULL
Când #GuvernulOrban este paralel cu cetățenii dar #yesman cu băncile, corporațiile, stăpânii	NOT	NULL	NULL
SUA:„Închisorile pot fi incubatoare de boli, aşa că trebuie să luăm aceste măsuri curajoase şi drastice”.	NOT	NULL	NULL
Traian Băsescu, despre amânarea plății ratelor: Dă o gură de oxigen populației, dar trebuiau introduse niște plafoane (VIDEO)	NOT	NULL	NULL
Cafea și muzică  prin @wordpressdotcom	NOT	NULL	NULL
Noile funcții de pe Samsung Galaxy S20 vin și pe S10 și Note10	NOT	NULL	NULL
@capitan_bera Am vazut pe undeva ca Nuțu nu va mai taia degete in urmatoarele 30 de zile.	NOT	NULL	NULL
Ultimele date despre victimele coronavirusului în România: 14 morţi, 906 infectaţi	NOT	NULL	NULL
@santaromica Trebuie luat în calcul și faptul că Italia are o un număr foarte mare de bătrâni! Este țara cu cel mai mare procent de bătrâni din Europa!	NOT	NULL	NULL
ai de pula si zilele mele NU POTI SA IMI SPUI CA NU ARATA CA ITALIAN DIN PESCARA SUNT IN GENUNCHI😭🤲	NOT	NULL	NULL
Poliția Română sărbătorește astăzi în stradă! Vă mulțumim și vă sărbătorim de acasă!	NOT	NULL	NULL
@ekovericu Cu izolarea asta, prevăd o recrudescență a cazurilor de criminalitate domestică, pe de-o parte fiindcă turbă bărbații, iar pe de alta fiindcă dă strechea-n muieri.	OFF	TIN	OTH
@ECiocu Trebuia să zici : beau și din asta...😂😂	NOT	NULL	NULL
Lucrurile bune care se intampla	NOT	NULL	NULL
@denis26_denise Am citit. Comunisti jegoși, chinezii. Ca toti comuniștii	NOT	NULL	NULL
@chreqs I have no words.cine plm vine in ro si mănâncă pizza boss. Se mănâncă MÂNCARE AUTENTICA nu pizza tf	NOT	NULL	NULL
Ati obsevat si voi ca toata lumea s-a apucat de facut sport acasa de cand cu perioada asta???	NOT	NULL	NULL
@denis26_denise China anuntat ca ar fi gata un vaccin...sa gandim pozitiv!	NOT	NULL	NULL
@patrasconiu Multumesc. Am profitat si de cele de la Humanitas. Si iata-ma citind 3 carti in acelasi timp, ca un millennial loial multitaskingul-ui :))	NOT	NULL	NULL
Solidaritate în România! În plină epidemie de coronavirus, mai multe firme au sărit în ajutorul cetățenilor...	NOT	NULL	NULL
Ceea ce nu se previne azi, respectiv criza economică și socială consecutive opririi economiei din cauza pandemiei, va duce la o boală și mai gravă mâine. Iar aceasta va lovi pe toți fără deosebire de vârstă, religie sau stare socială.	NOT	NULL	NULL
De tevaturile interminabile cumodificarea vârstei de pensionare,cu recal.pensiilor,cu zvonurile cănu mai sunt bani depensii,cătot sistemul depensii seapropie decolaps și căva afecta întreg bugetul țării,căstatul este nevoit săfacă împrumuturi pentru aplăti pensiile atâtor bătrâni	NOT	NULL	NULL
Costache, cel mai frumos înmulțitor din orașul acesta	NOT	NULL	NULL
Coronavirusul la gravide: măsuri de precauție și trucuri de relaxare	NOT	NULL	NULL
Francezii au decis: Roland Garros amânat pentru toamna acestui an!...	NOT	NULL	NULL
@denis26_denise Fiti si voi realisti,astia care apar in video nu sunt "diaspora"cea care statea la cozi ,acestia sunt cei pentru care de multe ori noi ,cei din afara,ne-am rușinat de ce "muncesc"(furturi,etc)...nu mai biciuiți degeaba diaspora....	NOT	NULL	NULL
Momentul acela cand pantalonii care odata iti erau stramti, iar azi iti sunt largi cu vreo 5cm.	NOT	NULL	NULL
Temperaturile cresc în Capitală #meteo #Bucuresti	NOT	NULL	NULL
@foreverrainmyg @ATEEZofficial CA MUSCA IN LAPTE FIAR DRACU EL	NOT	NULL	NULL
@RFboris Virusu asta cam fute rișca	OFF	UNT	NULL
Dacă vor testa 3000 de bucureșteni pe zi, iar în oraș sunt 2 milioane de locuitori, rezultă că în 666 de zile vor termina testările.	NOT	NULL	NULL
atunci cand obisnuiai sa dormi cu toate animalele tale de plus incât niciuna sa nu fie singura	NOT	NULL	NULL
@stupidcow_81 Nu mai sta 3 zile in pestera, sta 2 saptamani.	NOT	NULL	NULL
cum dracu se face uleiul mai ales ala de floarea soarelui in pula mea cum storci seminte ca nu inteleg	OFF	TIN	IND
În timp ce transportul rutier este sub restricţii, iar rafturile din supermarketuri sunt goale, fermierii rămân cu marfa nevândută. Nimeni nu se înghesuie să cumpere de la producători. Un fermier din judeţul Călăraşi riscă falimentul.	NOT	NULL	NULL
In fiecare zi vin, in continuare, transporturi proaspete de covid de ăsta, dar armata si poliția păzesc restul populatiei, bătrânii, cu deosebire, dar nu de grija lor cum sustin	NOT	NULL	NULL
@ingerisidemoni @basarab84 "Adaptarea la orice schimbari din viata voastra"sa nu devina adaptarea un mod de viata care sa insemne accept ORICE	NOT	NULL	NULL
Situație dificilă pentru ONG-urile care se ocupă de persoanele cu dizabilități din cauza scăderii sponsorizărilor	NOT	NULL	NULL
@ionutzelgabriel @ProTVro Ne îngrozim puțin cu "I am legend", dar ne relaxăm duminica următoare cu "Zombieland".	NOT	NULL	NULL
@SBaoad @CorinaCg3 Of, cu incorenta este inutil sa ma lupt. :) ganduri bune si multa lumina va doresc - si ceva mai putina indarjire, caci intuneca ratiunea.	NOT	NULL	NULL
@MarmotaDeCampie Ar fi bine să fie așa, dar nu cred.	NOT	NULL	NULL
@i0n1ca @MarmotaDeCampie Las ca ți dau eu când crapi tu ... și dacă ai impresia ca e vreuna târfă pe aici , uita te la tine in casa , in afara de ma ta nu e nici una ... și nu mai fi frustrat .. fa ți o laba ca ți trece ... indiferent care pixda ți a dat atata muie , ai meritat o din plin , crede ma ...	OFF	TIN	IND
@MStudentessa As pune doar pula acolo,tarfa care esti	OFF	TIN	IND
@Digi24_HD Voi sunteti numai genii acolo la Suceava.\nDupa cum spuneam, au dat afara vechiul manager si au pus, tot un doctor( pediatru) pe aceasta pozitie.	OFF	TIN	GRP
@PleuAlexandru4 OMS stia din ianuarie,China anuntase OMS. Si apoi OMS a anuntat Guv. desi cred ca serviciile au anuntat inainte de astia. Nu de alta dar acolo la Wuhan era si biolab.	NOT	NULL	NULL
#continuamimpreuna Vezi ce măsuri am luat în acesta perioada. Detalii pe blog.	NOT	NULL	NULL
Tu chiar ai asteptari de la acea #javraPSD??? 😉🤣😂 PLM! Cand idolii ei sunt #VioricaDancila	OFF	TIN	IND
